_id,angka,path
65d404d150f8012ba09ace5b,1105082001001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1105/110508/1105082001/1105082001001
65d404d150f8012ba09ace5c,1101122014002,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1101/110112/1101122014/1101122014002
65d404d150f8012ba09ace5d,1116112002003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1116/111611/1116112002/1116112002003
65d404d150f8012ba09ace5e,1102102017001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1102/110210/1102102017/1102102017001
65d404d150f8012ba09ace5f,1108072048001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1108/110807/1108072048/1108072048001
65d404d150f8012ba09ace60,1174032001005,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1174/117403/1174032001/1174032001005
65d404d150f8012ba09ace61,1174042001003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1174/117404/1174042001/1174042001003
65d404d150f8012ba09ace62,1175042010004,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1175/117504/1175042010/1175042010004
65d404d150f8012ba09ace63,3604242001003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3604/360424/3604242001/3604242001003
65d404d150f8012ba09ace64,3603022008005,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3603/360302/3603022008/3603022008005
65d404d150f8012ba09ace65,3603082009021,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3603/360308/3603082009/3603082009021
65d404d150f8012ba09ace66,3603152004010,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3603/360315/3603152004/3603152004010
65d404d150f8012ba09ace67,3603112001004,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3603/360311/3603112001/3603112001004
65d404d150f8012ba09ace68,3603102007007,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3603/360310/3603102007/3603102007007
65d404d150f8012ba09ace69,1771061003001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/17/1771/177106/1771061003/1771061003001
65d404d150f8012ba09ace6a,3402062001039,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/34/3402/340206/3402062001/3402062001039
65d404d150f8012ba09ace6b,3471031001013,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/34/3471/347103/3471031001/3471031001013
65d404d150f8012ba09ace6c,3401022003006,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/34/3401/340102/3401022003/3401022003006
65d404d150f8012ba09ace6d,3173081002121,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3173/317308/3173081002/3173081002121
65d404d150f8012ba09ace6e,3173041008008,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3173/317304/3173041008/3173041008008
65d404d150f8012ba09ace6f,3171081002071,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3171/317108/3171081002/3171081002071
65d404d150f8012ba09ace70,3174051003100,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3174/317405/3174051003/3174051003100
65d404d150f8012ba09ace71,3175041004109,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3175/317504/3175041004/3175041004109
65d404d150f8012ba09ace72,7501202003005,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/75/7501/750120/7501202003/7501202003005
65d404d150f8012ba09ace73,3204082001040,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3204/320408/3204082001/3204082001040
65d404d150f8012ba09ace74,3204442005026,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3204/320444/3204442005/3204442005026
65d404d150f8012ba09ace75,3204312003016,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3204/320431/3204312003/3204312003016
65d404d150f8012ba09ace76,3204352006039,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3204/320435/3204352006/3204352006039
65d404d150f8012ba09ace77,3217092008040,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3217/321709/3217092008/3217092008040
65d404d150f8012ba09ace78,3216071001263,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3216/321607/3216071001/3216071001263
65d404d150f8012ba09ace79,3201332005001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3201/320133/3201332005/3201332005001
65d404d150f8012ba09ace7a,3201332005019,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3201/320133/3201332005/3201332005019
65d404d150f8012ba09ace7b,3201332005020,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3201/320133/3201332005/3201332005020
65d404d150f8012ba09ace7c,3201102005023,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3201/320110/3201102005/3201102005023
65d404d150f8012ba09ace7d,3201102004045,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3201/320110/3201102004/3201102004045
65d404d150f8012ba09ace7e,3207032002008,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3207/320703/3207032002/3207032002008
65d404d150f8012ba09ace7f,3207032002018,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3207/320703/3207032002/3207032002018
65d404d150f8012ba09ace80,3209052010011,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3209/320905/3209052010/3209052010011
65d404d150f8012ba09ace81,3209122007006,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3209/320912/3209122007/3209122007006
65d404d150f8012ba09ace82,3209042003012,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3209/320904/3209042003/3209042003012
65d404d150f8012ba09ace83,3209092009003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3209/320909/3209092009/3209092009003
65d404d150f8012ba09ace84,3209272006017,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3209/320927/3209272006/3209272006017
65d404d150f8012ba09ace85,3212232009004,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3212/321223/3212232009/3212232009004
65d404d150f8012ba09ace86,3212052003012,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3212/321205/3212052003/3212052003012
65d404d150f8012ba09ace87,3215232001013,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321523/3215232001/3215232001013
65d404d150f8012ba09ace88,3215222007013,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321522/3215222007/3215222007013
65d404d150f8012ba09ace89,3215222007016,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321522/3215222007/3215222007016
65d404d150f8012ba09ace8a,3215222007020,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321522/3215222007/3215222007020
65d404d150f8012ba09ace8b,3215222007021,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321522/3215222007/3215222007021
65d404d150f8012ba09ace8c,3215022008008,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3215/321502/3215022008/3215022008008
65d404d150f8012ba09ace8d,3276021012061,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3276/327602/3276021012/3276021012061
65d404d150f8012ba09ace8e,3210032001006,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3210/321003/3210032001/3210032001006
65d404d150f8012ba09ace8f,3218032010011,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3218/321803/3218032010/3218032010011
65d404d150f8012ba09ace90,3213082003016,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3213/321308/3213082003/3213082003016
65d404d150f8012ba09ace91,3202452004002,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3202/320245/3202452004/3202452004002
65d404d150f8012ba09ace92,3211192007013,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3211/321119/3211192007/3211192007013
65d404d150f8012ba09ace93,3211182012009,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3211/321118/3211182012/3211182012009
65d404d150f8012ba09ace94,3211182012016,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3211/321118/3211182012/3211182012016
65d404d150f8012ba09ace95,3309092007004,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3309/330909/3309092007/3309092007004
65d404d150f8012ba09ace96,3329052004001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3329/332905/3329052004/3329052004001
65d404d150f8012ba09ace97,3320052005017,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3320/332005/3320052005/3320052005017
65d404d150f8012ba09ace98,3313072009001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3313/331307/3313072009/3313072009001
65d404d150f8012ba09ace99,3310232001035,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3310/331023/3310232001/3310232001035
65d404d150f8012ba09ace9a,3308202015001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3308/330820/3308202015/3308202015001
65d404d150f8012ba09ace9b,3326092023007,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3326/332609/3326092023/3326092023007
65d404d150f8012ba09ace9c,3327102004010,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/33/3327/332710/3327102004/3327102004010
