_id,angka,path
65d2099c0774e9af70f7826e,1110042019004,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1110/111004/1110042019/1110042019004
65d2099c0774e9af70f7826f,1102042001901,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1102/110204/1102042001/1102042001901
65d2099c0774e9af70f78270,1102042002003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1102/110204/1102042002/1102042002003
65d2099c0774e9af70f78271,1102072021002,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1102/110207/1102072021/1102072021002
65d2099c0774e9af70f78272,1102102019002,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1102/110210/1102102019/1102102019002
65d2099c0774e9af70f78273,1111052069001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1111/111105/1111052069/1111052069001
65d2099c0774e9af70f78274,1171012005002,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1171/117101/1171012005/1171012005002
65d2099c0774e9af70f78275,1175012005003,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1175/117501/1175012005/1175012005003
65d2099c0774e9af70f78276,1175012005005,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1175/117501/1175012005/1175012005005
65d2099c0774e9af70f78277,1175012005014,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1175/117501/1175012005/1175012005014
65d2099c0774e9af70f78278,1118062005001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/11/1118/111806/1118062005/1118062005001
65d2099c0774e9af70f78279,5103062006023,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/51/5103/510306/5103062006/5103062006023
65d2099c0774e9af70f7827a,5108012002016,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/51/5108/510801/5108012002/5108012002016
65d2099c0774e9af70f7827b,5108021015019,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/51/5108/510802/5108021015/5108021015019
65d2099c0774e9af70f7827c,5102082009001,https://pemilu2024.kpu.go.id/pilpres/hitung-suara/51/5102/510208/5102082009/5102082009001
